filters,kernel_size,strides,pool_size,GRU_units,dropout1,dropout2,Avg_mape
64,2,2,1,128,0.15,0.15,1.9313950039369996
64,2,1,2,128,0.15,0.15,2.461855589071042
64,2,2,2,128,0.15,0.15,2.910447312130831
64,3,1,1,128,0.15,0.15,1.8210437823354482
64,3,2,1,128,0.15,0.15,2.43958363061352
64,3,1,2,128,0.15,0.15,2.1590172475621543
64,3,2,2,128,0.15,0.15,2.523843921580774
16,2,1,1,128,0.2,0.1,2.556046400774225
16,2,2,1,128,0.2,0.1,2.904105292534586
16,2,1,2,128,0.2,0.1,2.9294343315179567
16,2,2,2,128,0.2,0.1,3.2563727873300987
16,3,1,1,128,0.2,0.1,2.4255307934482437
16,3,2,1,128,0.2,0.1,2.733978760982301
16,3,1,2,128,0.2,0.1,2.688551714351122
16,3,2,2,128,0.2,0.1,3.074493906601534
32,2,1,1,128,0.2,0.1,2.0407336236511373
32,2,2,1,128,0.2,0.1,2.2831161643418247
32,2,1,2,128,0.2,0.1,2.7463588045334273
32,2,2,2,128,0.2,0.1,3.048069117256204
32,3,1,1,128,0.2,0.1,2.0551902782573683
32,3,2,1,128,0.2,0.1,2.5739881824108437
32,3,1,2,128,0.2,0.1,2.3909459710842005
32,3,2,2,128,0.2,0.1,2.825687655728583
64,2,1,1,128,0.2,0.1,1.9235266349513467
64,2,2,1,128,0.2,0.1,1.9128059411006675
64,2,1,2,128,0.2,0.1,2.5428511843517096
64,2,2,2,128,0.2,0.1,2.938603900578874
64,3,1,1,128,0.2,0.1,1.9265360432443555
64,3,2,1,128,0.2,0.1,2.399113928138903
64,3,1,2,128,0.2,0.1,2.1655445468313337
64,3,2,2,128,0.2,0.1,2.5403767200034273
16,2,1,1,128,0.2,0.15,2.34927857538611
16,2,2,1,128,0.2,0.15,2.4526877386222337
16,2,1,2,128,0.2,0.15,2.888897231362032
16,2,2,2,128,0.2,0.15,3.281595956874748
16,3,1,1,128,0.2,0.15,2.5340354552465425
16,3,2,1,128,0.2,0.15,2.8147038030095977
16,3,1,2,128,0.2,0.15,2.664784481685722
16,3,2,2,128,0.2,0.15,2.9527239521827693
32,2,1,1,128,0.2,0.15,2.189099232421785
32,2,2,1,128,0.2,0.15,2.2348869461047087
32,2,1,2,128,0.2,0.15,2.669121896992875
32,2,2,2,128,0.2,0.15,3.0068655116369016
32,3,1,1,128,0.2,0.15,2.202621351027663
32,3,2,1,128,0.2,0.15,2.6213954699215796
32,3,1,2,128,0.2,0.15,2.3665949780993123
32,3,2,2,128,0.2,0.15,2.7205520348666767
64,2,1,1,128,0.2,0.15,2.0836590202854706
64,2,2,1,128,0.2,0.15,2.076905041861171
64,2,1,2,128,0.2,0.15,2.537943040351954
64,2,2,2,128,0.2,0.15,2.9099380533061656
64,3,1,1,128,0.2,0.15,1.9691407151144666
64,3,2,1,128,0.2,0.15,2.4330952939261894
64,3,1,2,128,0.2,0.15,2.2401602526410245
64,3,2,2,128,0.2,0.15,2.5545217951877714
